school_name,school_type,grades_served,email,address,city,state,zip_code,longitude,Latitude,phone,website
Mesquite Christian Academy ,Private,K-12,sueells.mca@gmail.com ,315 Calais Drive,Mesquite ,NV,89027,36.80943,-114.105696,702-613-5863,
Montessori Visions Academy,Private,K-12,info@montessorivisions.com,1905 East Warm Springs Road,Las Vegas ,NV,89119,36.057051,-115.125883,"702-433-2287, 702-451-9801",montessorivisions.com
Mountain View Christian Schools,Private,K-12,raleboeuf@mvcs.net; gdporrino@mvcs.net,301 South Maryland Parkway,Las Vegas ,NV,89101,36.162944,-115.134119,702-382-8610,mvcs.net
Mountain View Lutheran School,Private,K-5,kschneider@mvlcs.org,9550 West Cheyenne Avenue,Las Vegas ,NV,89129,36.218767,-115.302544,702-233-9323,mvlcs.org
Nasri Academy for Gifted Children,Private,K-8,office@nasriacademy.org,3695 South Lindell Road,Las Vegas,NV,89103,36.122221,-115.21633,"702-896-8000, Ext. 101",nasriacademy.org
St. Anthony of Padua Roman Catholic School at St. Francis of Assisi,Private,K-8,principal@sapsaints.org; abigale.carpenter@sapsaints.org,2320 Sunridge Heights Parkway,Henderson ,NV,89052,35.998005,-115.090121,702-331-9050,sapsaints.org
New Horizons Academy,Private,K-12,lopezk@nhalv.org,6701 West Charleston Boulevard,Las Vegas ,NV,89146,36.158145,-115.240039,702-876-1181,nhalv.org
New Song Christian Academy,Private,K-5,academy@newsonganthem.org,1291 Cornet Street,Las Vegas ,NV,89052,35.979801,-115.094205,702-819-9090,newsonganthem.org
Noble Collegiate Academy: NCA Learning Center ,Private,K-5,ncalearningcenter@gmail.com,6000 West Oakey Boulevard,Las Vegas ,NV,89145,36.152233,-115.223698,702-750-7969 ,
Omar Haikal Islamic Academy,Private,K-8,bouchra@lvislamicacademy.org,485 East Eldorado Lane,Las Vegas ,NV,89123,36.052715,-115.152827,702-614-9002,lvislamicacademy.org
Our Lady of Las Vegas Catholic School ,Private,K-8,mbello@ollv.org,3046 Alta Drive,Las Vegas ,NV,89107,36.16641,-115.18275,702-802-2323,ollv.org
Primrose of Las Vegas at Lone Mountain,Private,K,director@primroselonemountain.com,3801 North Campbell Road,Las Vegas,NV,89129,36.23042,-115.293558,702-233-2069,primroselonemountain.com
Primrose of Las Vegas at Silverado Ranch,Private,K,director@primrosesilveradoranch.com,9975 Placid Street,Las Vegas,NV,89183,36.008615,-115.159786,702-736-4246,primrosesilveradoranch.com
Rite of Passage Charter School,Private,6-8,tep_info@rop.com,800 East Charleston Boulevard,Las Vegas,NV,89104,36.158611,-115.142925,702-463-6929,rop.com
Seven Hills Learning Academy-Horizon*,Private,6-12,Kenneth.Holland@sevenhillsbi.com,3021 West Horizons Ridge Parkway,Henderson ,NV,89052,35.996283,-115.120283,"702-646-5000, Ext. 210",sevenhillsbi.com
Shenker Academy              ,Private,K,admissions@shenkeracademy.com ,9001 Hillpointe Drive ,Las Vegas ,NV,89134,36.199094,-115.293031,702-255-5437,shenkeracademy.com 
Shuvu Academy,Private,K-8,Admin@beitshuvu.com,Shuvu A,Las Vegas,NV,89119,36.031997,-115.303475,702-210-9970,beitshuvu.com
Silicon Valley High School (Online) ,Private,9-12,jamie@svhs.co,"8275 South Eastern Avenue, Suite 200",Las Vegas ,NV,89123,36.038906,-115.118863,"650 681 0681, Ext. 810",svhs.co
Silver State Youth Academy*,Private,6-12,karen.lara-baute@silverstateatc.com,8225 Robindale Road,Las Vegas,NV,89113,36.047761,-115.270664,702-377-5445,silverstateatc.com
Merryhill School - Henderson,Private,K,Veronika.Sieczko@merryhillschool.com,"2150 Windmill Parkway, Suite A",Henderson ,NV,89074,36.042585,-115.081911,702-896-0781,merryhillschool.com
Spring Valley Montessori School,Private,K-12,jesusaalcantara554@gmail.com,6940 Edna Avenue,Las Vegas ,NV,89117,36.137124,-115.243867,702-362-9739; 702-332-2367,
Grace Christian Academy ,Private,K-8,jthrockmorton@gracechristianacademybc.org; gca@gracechristianacademybc.org,512 California Avenue,Boulder City ,NV,89005,35.976962,-114.834257,702-293-3536,gracechristianacademybc.org
St. Elizabeth Ann Seton Catholic School,Private,K-8,lurso@seaslv.org; seasschool@seaslv.org; dfernandini@seaslv.org,1807 Pueblo Vista Drive,Las Vegas ,NV,89128,36.193219,-115.272207,702-804-8328,seaslv.org
St. Francis de Sales Catholic School,Private,K-8,cwilson@sfdslvschool.org,1111 Michael Way,Las Vegas ,NV,89108,36.182644,-115.215209,702-647-2828,sfdslvschool.org
St. Viator Parish School,Private,K-8,kkiss@stviatorschool.org,4246 South Eastern Ave., Las Vegas,NV,89119,36.111937,-115.119287,702-732-4477,stviatorschool.org
Strong Generation Christian Academy,Private,K-12,administrator@stgcacademy.org,1999 Whitney Mesa Drive,Henderson ,NV,89014,36.077619,-115.072302,702-462-6640,stgcacademy.org
Sunset Montessori Community,Private,K-3,avicky7@gmail.com; sunsetmontessoricommunity@gmail.com,3525 East Sunset Road,Las Vegas ,NV,89120,36.07098,-115.098208,702-433-6044,
Super Genius Academy,Private,K-2,uccaalv@gmail.com,3790 Redwood Street,Las Vegas,NV,89103,36.120388,-115.238174,702-785-2249,
Temple Beth Sholom,Private,K,jzukowski@bethsholomlv.org,10700 Havenwood Lane,Las Vegas ,NV,89135,36.133845,-115.326085,702-804-1333; 702-328-4561,bethsholomlv.org
The Meadows School,Private,K-12,JBerckley@TheMeadowsSchool.org; bsapida@themeadowsschool.org,8601 Scholar Lane,Las Vegas ,NV,89128,36.19489,-115.285045,702-254-1610,themeadowsschool.org
The Alexander Dawson School at Rainbow Mountain,Private,K-8,rstansbury@adsrm.org; rlachhwani@adsrm.org,10845 West Desert Inn Road,Las Vegas ,NV,89135,36.127557,-115.331215,702-949-3600,adsrm.org
The Gary & Lynn Kantor Early Childhood Education Center*,Private,K,acheney@lvnertamid.org,55 North Valle Verde Drive,Henderson ,NV,89074,36.029178,-115.064302,702- 632-2211; 702-632-2250,lvnertamid.org
Word of Life Christian Academy,Private,K-12,kmarchello@wlcalv.com; csolis@wlcalv.com; srodriguez@wlcalv.com,3510 North Buffalo Drive,Las Vegas ,NV,89129,36.224333,-115.259282,702-645-1180,wlcalv.com
Trinity International School,Private,6-12,guidicek@trinitylv.org,4141 Meadows Lane,Las Vegas ,NV,89107,36.168748,-115.196449,702-732-3957,trinitylv.org
Faith Lutheran Middle School & High School,Private,6-12,"steve.buuck@flhsemail.org ; Kat.Stokes@flhsemail.org, Jacob.Kothe@flhsemail.org",2015 South Hualapai Way,Las Vegas ,NV,89117,36.14847,-115.315406,702-804-4400,flhsemail.org
University Baptist Academy,Private,K-12, ubaadministration@myuba.net,3770 West Washburn Road,North Las Vegas ,NV,89031,36.254511,-115.190323,702-732-3385,myuba.net
Vegas Valley Adventist Academy,Private,1-9,Info@vvaa4u.org,6059 West Oakey Boulevard,Las Vegas ,NV,89146,36.151643,-115.224039,702-871-7208,vvaa4u.org
Wharton School - virtual,Private,K-12,edshih@wharton.education,3690 Howard Hughes Parlway  #500,Las Vegas ,NV,89169,36.121767,-115.156169,702-990-3555; 909-539-8260,wharton.education
Southern Highlands Preparatory School,Private,K-8,kacey.flores@southernhighlandsprep.com,11500 Southern Highlands Parkway,Las Vegas ,NV,89141,35.980204,-115.186473,702-617-6030,southernhighlandsprep.com
Yeshiva Day School of Las Vegas,Private,K-8,office@ydlv.org,5555 Redwood Street,Las Vegas,NV,89118,36.087909,-115.239044,702-838-8003,ydlv.org
Zion Christian Academy,Private,K-12,iglesiazion2021@gmail.com,5165 Camino Al Norte,North Las Vegas ,NV,89031,36.253735,-115.156301,702-595-0703,
Zucker Jewish Academy,Private,K-12,office@zjalv.org,10100 Banburry Cross Drive,Las Vegas,NV,89144,36.182968,-115.314622,775-260-1827,zjalv.org
A Step Ahead,Private,K,tasha@astepaheadnv.com,945 North Clover Lane,Fernley,NV,89408,39.592339,-119.206861,775.575.1122,astepaheadnv.com
Advantages School International (Online),Private,K-12 ,sgamba@advantages-dls.com,"1650 Robb Drive, Suite B2",Reno,NV,89519,39.528598,-119.880204,"866-984-3384, 702-493-0332",advantages-dls.com
Bethlehem Lutheran School,Private,K-8,Dwinkelman@blcs.org,1837 Mountain Street,Carson City ,NV,89703,39.177712,-119.772424,775-882-5252,blcs.org
Bishop Manogue Catholic High School,Private,9-12,bri.thoreson@bishopmanogue.org; lauren.mcbride@bishopmanogue.org,110 Bishop Manogue Drive,Reno,NV,89511,39.423732,-119.764773,775-336-6000,bishopmanogue.org
Brookfield School,Private,K-8,tdorey@brookfieldschool.com; cjohnson@brookefieldschool.com,6800 South McCarran Boulevard ,Reno,NV,89509,39.47615,-119.804172,775-825-0257,brookefieldschool.com
Calvary Christian Academy*,Private,K-6,joshb@calvarychapelreno.org,220 Edison Way,Reno,NV,89502,39.511553,-119.752277,775-856-1110 ,calvarychapelreno.org
Desert Peach Montessori,Private,K-6,info@desertpeachmontessori.org,627 Sunnyside Drive,Reno,NV,89503,39.534021,-119.836684,775-276-6361; 775-815-9054,desertpeachmontessori.org
Excel Christian School,Private,K-12,melissa.molina@excelchristianschool.com,850 Baring Boulevard,Sparks,NV,89434,39.557071,-119.731778,775-356-9995,excelchristianschool.com
Faith Christian Academy ,Private,K-8,meghan.mcquain@fcacccv.com; fca.admin@fcacccv.com,1004 Dresslerville Road,Gardnerville ,NV,89460,38.910632,-119.729843,775-265-0688,fcacccv.com
Fallon Adventist Christian School,Private,K-8,wbrimmer@nevadautah.org,380 East Front Street,Fallon,NV,89406,39.467679,-118.773361,775-423-4185,nevadautah.org
Foothills Church Academy,Private,K-12,foothillsacademy@ymail.com,14770 Chamy Drive,Reno,NV,89521,39.392085,-119.720275,775-846-8231 ,
Grace Christian Academy,Private,K-8,afeathers@gcanv.com; kbroderson@gcanv.com,2320 Heybourne Road,Minden,NV,89423,39.006709,-119.761269,775-782-7811,gcanv.com
Imagination Station Learning Center,Private,K-2,kathy@imaginationstationnv.com,1410 Iratcabal Circle,Sparks,NV,89436,39.580675,-119.717277,775-626-9292; 775-848-2068,imaginationstationnv.com
Lake Tahoe School,Private,K-8,bob.graves@laketahoeschool.org ,995 Tahoe Blvd. ,Incline Village,NV,89451,39.245624,-119.939707,775-831-5828,laketahoeschool.org 
Legacy Christian Academy,Private,K-8,schoat@lcanv.org,1630 Snyder Avenue,Carson City ,NV,89701,39.115392,-119.7488,775-316-8540,lcanv.org
Life Christian Academy,Private,K-5,c.pretlove@lcareno.com; t.barnard@lcareno.com,10300 Rio Wrangler Parkway,Reno,NV,89521,39.427162,-119.712719,775-473-0914,lcareno.com
Little Flower Catholic School,Private,K-8,adiloreto@littleflowerschoolnv.org ,1300 Casazza Drive,Reno,NV,89502,39.507257,-119.790054,775-323-2931,littleflowerschoolnv.org 
Little Lites Christain Learning Academy*,Private,K-1,contact@littlelites.org ;dsparks920@gmail.com,3200 Sutro St,Reno,NV,895112,39.560953,-119.79741,775-229-2675,littlelites.org
Logos Christian Academy,Private,K-8,bslentz@logosfallon.org,1191 East Stillwater Avenue,Fallon,NV,89406,39.472083,-118.761208,775-428-1825,logosfallon.org
Mountain View Montessori School,Private,K-9,mary@mvmreno.com; haley@mvmreno.com; sara@mvmreno.com,565 Zolezzi Lane,Reno,NV,89511,39.419202,-119.764728,775-852-6162,mvmreno.com
Nevada Sage Waldorf School,Private,K-8,roland.trub@nevadasagewaldorf.org; cady.brandeau@nevadasagewaldorf.org,565 Reactor Way,Reno,NV,89502,39.504057,-119.761777,775-348-6622,nevadasagewaldorf.org
Newton Learning Center,Private,K-12,rebeccaj@secondstart.org,4895 Village Green Parkway,Reno,NV,89519,39.483905,-119.857249,775-358-0808,secondstart.org
Our Lady of the Snows,Private,K-8,tfuetsch@snowsnv.org; hparks@snowsnv.org,1125 Lander Street,Reno,NV,89509,39.513366,-119.81555,775-322-2773,snowsnv.org
Reno Christian Fellowship King's Kids,Private,K,preschool@rcfnv.org ,1700 Zolezzi Lane,Reno,NV,89511,39.417573,-119.791091,775-853-2480,rcfnv.org 
Rite of Passage Charter High School (Sierra Sage) Academy),Private,9-12,kristin.jarboe@rop.com; arla.apasan.rop.com,100 Rosachi Road,Yerington,NV,89447,39.080415,-119.228631,775-463-5111,
Riverview Christian Academy ,Private,K-8,info@riverviewacademy.org,7125 W. Fourth Street,Reno,NV,89523,39.511649,-119.873797,775-322-0714,riverviewacademy.org
Sage Ridge,Private,K-12,gingerhovenic@sageridge.org; kcornell@sageridge.org,2515 Crossbow Court,Reno,NV,89511,39.408141,-119.799502,775-852-6222,sageridge.org
Sierra Lutheran High School,Private,9-12,mglenn@slhs.com; tcornell@slhs.com,3601 Romans Road,Carson City ,NV,89705,39.099388,-119.771287,775-267-1921,
Sierra Nevada High School ,Private,9-12,stephenson.timothy@jobcorps.org,14175 Mount Charleston Street,Reno,NV,89506,39.656049,-119.877597,775-789-0951,
Spring Creek Christian Academy,Private,K-12,eagles.scca@gmail.com,285 Spring Creek Parkway,Spring Creek,NV,89815,40.749633,-115.595103,775-777-1222,
St. Albert the Great Catholic School,Private,K-8,skehoe@stalbertreno.org,1255 St. Alberts Drive,Reno,NV,89503,39.535588,-119.845374,775-747-3392,stalbertreno.org
St. Clare's Tahoe: A Mountain Montessori School,Private,K-12,paige@saintclarestahoe.com,701 Mount Rose Highway,Incline Village,NV,89451,39.254229,-119.967621,775-298-4330,saintclarestahoe.com
St. John's Children's Center,Private,K,childrenscenter@stjohnschurch.org,1070 West Plumb Lane,Reno,NV,89509,39.5046,-119.824131,775-826-4655,stjohnschurch.org
St. Teresa of Avila Catholic School,Private,K-8,pburger@stts.org; chrlawson@stts.org,567 South Richmond Avenue,Carson City ,NV,89703,39.160684,-119.775765,775-882-2079,
The Church at Reno Christian Academy,Private,1-12,themogang@att.net; thechurchacademy@att.net,1205 North McCarran,Reno,NV,89512,39.557374,-119.793077,775-329-5848,
"The Goddard School, Somersett",Private,K-2,reno2nv@goddardschools.com; dreno2nv@goddardschools.com,6330 Mae Anne Avenue,Reno,NV,89523,39.52667,-119.884848,775-787-1070,
Triad School,Private,K-8,jpower@triad-school.com,780 Trademark Drive,Reno,NV,89521,39.447453,-119.756525,775-636-7408,triad-school.com
Truckee Meadows School,Private,6-12,melissa.rose3@uhsinc.com,690 Edison Way,Reno,NV,89502,39.501929,-119.757311,775-858-3303,uhsinc.com
Veritas Prepatory School,Private,K-8,jrosario@veritasfallon.org,665 Sheckler Road,Fallon,NV,89406,39.460058,-118.798226,775-217-0069,veritasfallon.org
The Village Christian Academy,,K-5,apayne@thevillagechurchnv.org,736 McCourry Boulevard,Incline Village,NV,89451,39.255867,-119.962178,775-831-0797,thevillagechurchnv.org
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
